username,followers_count,following_count,total_posts,avg_likes,avg_comments,engagement_rate,growth_rate
user_1065,282342,4925,576,11038,647,0.0414,9.58
user_1066,938262,1369,2324,64029,6145,0.0748,1.8
user_1067,540542,1191,2600,17129,1321,0.0341,7.1
user_1068,45238,4677,1576,3438,203,0.0805,7.56
user_1069,2252,2740,71,50,1,0.0226,9.9
user_1070,827196,3305,1381,46646,2465,0.0594,14.95
user_1071,865141,139,1214,49354,2256,0.0597,-1.43
user_1072,955945,4158,1668,26435,2391,0.0302,-0.89
user_1073,486450,3070,2367,15922,1563,0.0359,-0.67
user_1074,316826,1907,691,21682,2148,0.0752,10.63
user_1075,322638,854,797,20431,1439,0.0678,0.32
user_1076,606605,994,851,20040,1498,0.0355,8.58
user_1077,328359,2839,2299,15556,1998,0.0535,3.52
user_1078,603875,3925,1880,8646,708,0.0155,5.77
user_1079,7949,1660,1549,195,28,0.0281,1.67
user_1080,764185,2973,2095,33629,2594,0.0474,12.72
user_1081,318537,3932,1992,5102,532,0.0177,7.96
user_1082,729913,3271,1094,50388,1337,0.0709,14.06
user_1083,663301,4441,1736,39970,4194,0.0666,7.77
user_1084,551222,4785,1303,41922,5478,0.086,0.11
user_1085,941890,2437,610,55140,7858,0.0669,0.9
user_1086,781722,4773,2852,59276,8870,0.0872,14.81
user_1087,456102,991,2687,22265,1262,0.0516,10.33
user_1088,338889,4975,2006,17627,1671,0.0569,-1.16
user_1089,477467,2616,2653,37427,2941,0.0845,9.96
user_1090,357600,1025,1021,19649,1833,0.0601,5.01
user_1091,316557,1004,2251,3847,155,0.0126,3.22
user_1092,975304,1312,1066,59167,7768,0.0686,0.62
user_1093,884671,993,2196,64919,8974,0.0835,12.28
user_1094,305462,2252,2358,20065,1574,0.0708,-0.91
user_1095,251875,3377,1875,12812,723,0.0537,2.93
user_1096,464389,4324,520,26466,1013,0.0592,3.21
user_1097,71390,2309,2253,5662,616,0.0879,0.74
user_1098,708689,1878,498,11584,701,0.0173,6.64
user_1099,254490,1307,1614,14431,1994,0.0645,-1.8
user_1100,568376,514,2559,16959,1818,0.033,3.12
user_1101,248940,3344,532,13643,1418,0.0605,13.87
user_1102,366340,1280,2534,19245,1784,0.0574,3.28
user_1103,434027,2704,2352,9002,233,0.0213,4.13
user_1104,509041,934,620,12457,1758,0.0279,6.04
user_1105,318623,3855,1460,17050,1732,0.0589,7.55
user_1106,217464,3906,1143,4126,615,0.0218,11.75
user_1107,743729,3185,208,21242,1908,0.0311,1.24
user_1108,511736,974,1008,35037,3935,0.0762,12.82
user_1109,807395,4639,2957,26560,725,0.0338,10.88
user_1110,318267,1596,1901,14056,1435,0.0487,10.29
user_1111,651199,1144,407,49412,5900,0.0849,-0.52
user_1112,889900,2461,2308,23048,2793,0.029,-1.63
user_1113,224777,2667,1825,8378,1006,0.0417,8.1
user_1114,860909,812,2053,45156,2231,0.055,12.67
user_1115,801820,2373,1774,50413,7400,0.0721,7.94
user_1116,6569,4195,2484,480,71,0.0839,1.62
user_1117,595124,2825,2243,44088,1315,0.0763,-0.46
user_1118,629861,4709,406,40540,5746,0.0735,9.89
user_1119,430802,4928,1514,11193,645,0.0275,10.27
user_1120,259090,3205,872,3040,333,0.013,0.93
user_1121,668375,4020,2730,24639,1575,0.0392,-1.52
user_1122,46002,2090,471,915,133,0.0228,4.94
user_1123,772954,633,2344,46166,1532,0.0617,7.91
user_1124,662614,4381,1778,37291,3158,0.061,10.0
user_1125,935648,2153,232,12236,925,0.0141,11.77
user_1126,680574,1992,60,46661,2910,0.0728,8.38
user_1127,499870,4505,1165,13702,1423,0.0303,-0.12
user_1128,212791,159,2361,8566,317,0.0417,9.6
user_1129,203846,241,619,11569,1309,0.0632,14.73
user_1130,662450,953,2044,26537,3913,0.046,13.39
user_1131,667997,911,2608,27314,3403,0.046,12.82
user_1132,678775,1133,2050,9906,1305,0.0165,3.14
user_1133,25071,699,1802,955,63,0.0406,10.76
user_1134,583531,4184,1871,37077,2307,0.0675,12.47
user_1135,913259,3661,2518,67638,5899,0.0805,9.53
user_1136,895647,686,1799,34880,904,0.04,2.26
user_1137,173312,1086,2857,6871,981,0.0453,14.22
user_1138,258218,4181,2401,15282,591,0.0615,5.66
user_1139,215879,2198,1924,16405,2253,0.0864,0.21
user_1140,364714,3915,2958,10465,323,0.0296,-0.13
user_1141,427650,3207,2111,17452,2215,0.046,9.01
user_1142,332868,3637,163,21875,869,0.0683,5.44
user_1143,902791,3344,352,47557,1186,0.054,-0.39
user_1144,863129,4311,1017,15312,1738,0.0198,10.59
user_1145,554020,2480,1439,29884,1686,0.057,11.59
user_1146,646753,1929,74,14922,1684,0.0257,10.33
user_1147,929818,4016,1350,42506,3917,0.0499,1.44
user_1148,418170,3763,2937,19669,671,0.0486,9.73
user_1149,58108,4176,1466,4145,585,0.0814,-1.82
user_1150,481721,4156,1460,20412,1608,0.0457,3.19
user_1151,112195,2061,2864,3316,382,0.033,4.78
user_1152,890513,3423,2392,23302,1983,0.0284,12.2
user_1153,37668,2193,1753,2681,264,0.0782,4.64
user_1154,286205,2550,1714,6288,373,0.0233,-1.81
user_1155,342396,4631,99,13631,627,0.0416,3.99
user_1156,565037,1339,1004,13053,1181,0.0252,6.48
user_1157,131560,1497,2625,8437,651,0.0691,14.13
user_1158,367824,3249,884,15892,1123,0.0463,14.0
user_1159,148979,1993,2784,5151,553,0.0383,1.07
user_1160,150849,3233,1607,5321,584,0.0391,1.15
user_1161,749589,3266,491,52212,1355,0.0715,0.78
user_1162,52745,3186,2141,2572,164,0.0519,11.41
user_1163,371608,3368,1596,22389,1646,0.0647,-1.9
user_1164,92865,2832,1522,6759,220,0.0752,0.16
user_1165,899860,1040,608,65799,3333,0.0768,7.15
user_1166,213890,4970,1430,7057,188,0.0339,2.21
user_1167,24624,2203,1925,1887,282,0.0881,-0.43
user_1168,24321,275,583,285,32,0.013,4.12
user_1169,404704,826,486,14722,461,0.0375,2.66
user_1170,810006,2887,618,58892,1332,0.0744,6.69
user_1171,923744,737,1664,26996,3064,0.0325,14.65
user_1172,175293,579,1011,5103,393,0.0314,0.11
user_1173,928982,3492,1952,28968,3542,0.035,4.34
user_1174,784415,2203,2804,41465,5807,0.0603,13.84
user_1175,187717,1344,2315,7636,747,0.0447,12.91
user_1176,937766,1576,1624,57083,2530,0.0636,4.7
user_1177,381975,4824,86,27748,3376,0.0815,9.88
user_1178,184868,2946,2640,10573,1525,0.0654,-0.51
user_1179,660792,3153,2770,16065,1533,0.0266,10.11
user_1180,96257,2490,489,7246,787,0.0835,14.54
user_1181,589579,4185,2560,16811,1073,0.0303,7.14
user_1182,211176,3852,1744,4327,301,0.0219,6.47
user_1183,191471,894,2730,3120,360,0.0182,1.18
user_1184,915032,496,2353,45236,6360,0.0564,8.77
user_1185,473930,3965,1651,8513,866,0.0198,8.04
user_1186,837860,3159,2379,16517,2026,0.0221,9.08
user_1187,744091,1284,2376,23068,976,0.0323,-1.56
user_1188,519862,276,794,15448,734,0.0311,7.33
user_1189,918806,4193,1156,48050,4284,0.057,8.11
user_1190,476774,3009,2031,32025,1375,0.0701,1.53
user_1191,918559,1880,2523,58139,5962,0.0698,1.54
user_1192,636605,3829,1506,18062,1046,0.03,2.7
user_1193,140789,236,151,3825,470,0.0305,10.1
user_1194,390593,2927,949,30312,3790,0.0873,8.31
user_1195,816131,2585,948,8631,693,0.0114,12.38
user_1196,74686,1982,2188,5346,232,0.0747,3.03
user_1197,68661,2974,1240,1646,171,0.0265,13.51
user_1198,569535,898,1525,43461,6478,0.0877,10.64
user_1199,246121,2082,653,8358,843,0.0374,4.72
user_1200,673108,1302,2964,27479,677,0.0418,-0.38
user_1201,368257,1931,2839,21910,487,0.0608,2.37
user_1202,267765,319,1082,13692,844,0.0543,14.27
user_1203,147106,1680,2633,4745,215,0.0337,3.28
user_1204,259930,4455,2579,12676,1593,0.0549,3.61
user_1205,923630,3253,1204,56479,7332,0.0691,1.22
user_1206,661482,1624,308,8575,459,0.0137,11.72
user_1207,805462,2942,2267,8686,541,0.0115,2.69
user_1208,870270,1745,1831,36607,1856,0.0442,3.61
user_1209,872149,3308,547,16770,2315,0.0219,5.04
user_1210,449874,3312,936,25419,2169,0.0613,5.37
user_1211,563926,1495,1728,14088,1483,0.0276,4.99
user_1212,854499,269,1426,34435,2548,0.0433,6.56
user_1213,119033,102,1261,2837,289,0.0263,11.85
user_1214,631265,1807,1130,30549,2143,0.0518,11.93
user_1215,614157,1716,818,11130,714,0.0193,11.57
user_1216,630474,2835,1543,7324,750,0.0128,-0.28
user_1217,822106,769,31,11163,1081,0.0149,11.59
user_1218,167926,455,852,12896,750,0.0813,0.04
user_1219,571559,2344,2908,11408,449,0.0207,0.12
user_1220,861120,121,2710,51317,3485,0.0636,14.11
user_1221,432734,2103,1261,6384,472,0.0158,11.93
user_1222,374220,1279,1692,6575,668,0.0194,7.39
user_1223,666627,1617,2173,30412,4223,0.052,12.87
user_1224,222897,3732,710,9482,234,0.0436,14.82
user_1225,2062,3003,547,157,8,0.08,8.38
user_1226,248736,4532,1515,18938,855,0.0796,8.42
user_1227,575736,748,2913,37176,3171,0.0701,10.83
user_1228,96462,876,912,5030,381,0.0561,1.95
user_1229,400445,398,406,16757,1923,0.0466,0.84
user_1230,451009,3958,1269,15754,811,0.0367,10.91
user_1231,771173,357,2548,58837,5723,0.0837,3.86
user_1232,573203,3466,1797,29923,4036,0.0592,0.3
user_1233,267776,2384,427,13532,1872,0.0575,3.35
user_1234,629880,4911,1696,16523,2389,0.03,4.1
user_1235,659956,4870,917,8756,1055,0.0149,14.41
user_1236,372923,2859,730,28403,3913,0.0867,9.87
user_1237,400384,3608,2706,12796,646,0.0336,7.02
user_1238,633387,4528,1702,25956,1185,0.0429,14.47
user_1239,532849,3527,2882,9604,200,0.0184,13.35
user_1240,468010,4670,937,32098,3591,0.0763,6.7
user_1241,607440,2736,2270,7249,1028,0.0136,13.4
user_1242,650324,3035,436,44468,1970,0.0714,4.87
user_1243,387193,325,435,7674,788,0.0219,1.92
user_1244,27734,2597,1491,1998,233,0.0804,1.96
user_1245,924875,2814,1555,56495,7942,0.0697,9.26
user_1246,27069,386,104,582,60,0.0237,6.52
user_1247,736265,2023,186,36524,5337,0.0569,9.2
user_1248,538198,3029,2451,17160,1112,0.034,9.66
user_1249,336623,4626,2535,7566,495,0.0239,-1.62
user_1250,471951,4018,1115,33103,2998,0.0765,-1.08
user_1251,82264,960,829,3146,219,0.0409,7.06
user_1252,24275,2046,1564,919,18,0.0386,1.25
user_1253,597562,3179,1836,13081,1506,0.0244,8.75
user_1254,475665,4254,2540,17511,2061,0.0411,7.39
user_1255,363920,3807,1012,25843,3026,0.0793,7.96
user_1256,192076,377,1301,6803,441,0.0377,3.14
user_1257,195053,1849,294,14943,1313,0.0833,8.88
user_1258,710913,364,1793,54201,3620,0.0813,12.1
user_1259,573735,3595,2557,11556,255,0.0206,14.97
user_1260,953033,1184,1776,21359,1988,0.0245,12.25
user_1261,913826,2796,2393,64321,2321,0.0729,7.48
user_1262,600991,4926,2596,22533,685,0.0386,1.29
user_1263,863522,1570,911,8899,1051,0.0115,9.58
user_1264,804692,205,108,23473,498,0.0298,13.94
user_1265,113581,1774,2553,5887,851,0.0593,1.6
user_1266,266956,3393,727,17605,1531,0.0717,2.35
user_1267,422240,936,2417,8164,1206,0.0222,0.53
user_1268,715016,3123,406,12682,349,0.0182,10.52
user_1269,903580,2855,2154,67358,6456,0.0817,4.91
user_1270,945789,771,2374,59187,3871,0.0667,-0.93
user_1271,117421,962,1893,6021,780,0.0579,12.87
user_1272,526893,3407,1197,33638,2252,0.0681,7.48
user_1273,465374,920,459,18624,1003,0.0422,3.63
user_1274,73303,4158,2807,4624,607,0.0714,3.85
user_1275,159211,547,2331,5735,394,0.0385,2.93
user_1276,995653,1806,996,26968,598,0.0277,5.74
user_1277,188210,1167,754,11486,812,0.0653,3.73
user_1278,787237,3459,2488,30999,3257,0.0435,7.32
user_1279,863557,2878,2560,67958,3606,0.0829,11.15
user_1280,145990,1697,652,5031,383,0.0371,9.47
user_1281,159518,3033,1012,11887,325,0.0766,3.01
user_1282,125040,192,2478,9416,908,0.0826,6.99
user_1283,669406,2811,192,18026,2132,0.0301,12.28
user_1284,524138,3485,23,34527,2545,0.0707,-0.84
user_1285,419034,4710,2921,16893,1260,0.0433,-0.67
user_1286,757254,2481,1683,56208,1769,0.0766,7.45
user_1287,791756,4562,2035,32864,1520,0.0434,8.86
user_1288,863755,1898,1515,53640,2151,0.0646,1.59
user_1289,796543,2746,1080,34002,2809,0.0462,10.67
user_1290,956614,1767,2650,24820,2204,0.0282,8.99
user_1291,541677,3122,1074,12975,1860,0.0274,13.7
user_1292,647465,1117,400,25756,760,0.041,0.87
user_1293,304571,2836,1311,19152,1876,0.069,10.77
user_1294,998083,3841,2411,52254,4621,0.057,-0.58
user_1295,685106,1338,1612,39875,3473,0.0633,7.61
user_1296,123883,3921,185,3687,492,0.0337,7.38
user_1297,744246,1856,2767,32523,1519,0.0457,4.6
user_1298,763501,1554,2409,10007,253,0.0134,12.36
user_1299,918621,3358,1062,61756,6632,0.0744,-1.93
user_1300,388952,3001,1671,30840,2000,0.0844,6.84
user_1301,113221,121,1227,4356,97,0.0393,1.69
user_1302,800666,1740,564,8621,454,0.0113,10.64
user_1303,261669,1394,2259,5726,344,0.0232,-1.27
user_1304,760224,3353,2387,42326,4240,0.0613,12.14
user_1305,840873,3163,2647,44436,1885,0.0551,12.25
user_1306,526134,932,2542,34277,2526,0.0699,12.16
user_1307,536242,4284,2704,14892,1231,0.0301,0.59
user_1308,342383,2712,2494,21725,1731,0.0685,8.72
user_1309,245761,1554,116,14293,2095,0.0667,-1.76
user_1310,833946,2513,2563,27184,704,0.0334,12.42
user_1311,875668,2603,2728,42193,6060,0.0551,10.29
user_1312,885011,782,1321,17973,1719,0.0223,7.03
user_1313,138541,1798,2076,5774,712,0.0468,10.42
user_1314,948609,3974,476,67999,5164,0.0771,-0.4
user_1315,829533,473,1838,32752,2587,0.0426,6.99
user_1316,65323,3528,292,4492,603,0.078,2.95
user_1317,617210,1641,1051,31673,4322,0.0583,14.53
user_1318,190139,4535,227,4455,227,0.0246,12.57
user_1319,181448,4487,1957,9195,422,0.053,10.47
user_1320,701947,4759,1680,31881,2694,0.0493,13.87
user_1321,955480,542,1166,36217,4963,0.0431,3.9
user_1322,236659,241,1076,4348,269,0.0195,13.31
user_1323,390678,548,1556,15302,1603,0.0433,3.53
user_1324,855016,4967,223,12905,1446,0.0168,10.46
user_1325,105537,1306,2585,1785,216,0.019,10.52
user_1326,865909,2018,1852,33869,3160,0.0428,-1.69
user_1327,242983,4372,2584,7624,551,0.0336,4.14
user_1328,567821,2236,462,42466,6187,0.0857,-1.67
user_1329,789260,866,708,28649,2849,0.0399,14.95
user_1330,2917,3270,2917,183,20,0.0696,0.08
user_1331,283762,1523,852,13370,867,0.0502,7.23
user_1332,557542,1136,2406,33054,3539,0.0656,11.44
user_1333,787275,4249,1481,22207,1188,0.0297,1.42
user_1334,368436,1924,1179,27976,1450,0.0799,6.25
user_1335,510930,920,406,24067,2717,0.0524,8.33
user_1336,572650,4813,2061,39050,3427,0.0742,0.72
user_1337,283272,2092,2573,10071,1095,0.0394,11.24
user_1338,386925,322,1368,6583,362,0.0179,3.09
user_1339,767641,1079,1738,43878,4292,0.0628,1.59
user_1340,715743,3268,699,7546,586,0.0114,7.49
user_1341,590833,4119,709,25565,2495,0.0475,4.98
user_1342,83180,1101,2952,1954,112,0.0248,13.64
user_1343,613246,4083,1588,33063,3736,0.06,12.96
user_1344,404081,1623,2690,31744,3960,0.0884,6.22
user_1345,920723,3240,1189,39138,2105,0.0448,4.11
user_1346,302953,4438,912,20365,1203,0.0712,3.53
user_1347,379892,3847,972,17302,1833,0.0504,2.55
user_1348,6287,3339,1274,281,31,0.0496,7.26
user_1349,258665,3797,803,19433,2167,0.0835,11.68
user_1350,952891,2155,2066,68891,7491,0.0802,3.28
user_1351,9512,357,1891,618,43,0.0695,1.23
user_1352,657702,3409,514,20216,1442,0.0329,6.08
user_1353,457292,3226,766,22018,1169,0.0507,-0.83
user_1354,109872,1301,2504,2820,113,0.0267,9.92
user_1355,937720,2797,1874,38516,4238,0.0456,6.81
user_1356,773042,1567,2412,33932,1089,0.0453,6.44
user_1357,94070,1428,2617,6416,910,0.0779,3.11
user_1358,605055,4941,2887,44000,5608,0.082,13.38
user_1359,623117,2011,2608,24316,3196,0.0442,-0.46
user_1360,945118,4355,2211,10622,1464,0.0128,12.79
user_1361,430474,2913,2655,30272,2213,0.0755,4.4
user_1362,43078,2706,676,956,124,0.0251,12.97
user_1363,369432,2544,1902,19776,801,0.0557,10.39
user_1364,608812,4617,2412,7152,163,0.012,-0.23
user_1365,228645,4055,2763,8680,1059,0.0426,12.14
user_1366,537507,3613,1816,42472,1262,0.0814,9.6
user_1367,787667,972,287,13428,1994,0.0196,-1.45
user_1368,306073,4282,2236,12138,1307,0.0439,0.27
user_1369,128309,4512,1782,4041,476,0.0352,8.81
user_1370,330588,3009,2100,24250,1259,0.0772,9.26
user_1371,664927,233,396,47112,5069,0.0785,10.69
user_1372,889266,3408,1605,23689,606,0.0273,10.24
user_1373,465008,1448,1483,7292,940,0.0177,9.21
user_1374,721801,2846,2460,38904,1635,0.0562,11.03
user_1375,347699,586,508,11663,1290,0.0373,7.78
user_1376,336842,1323,741,19215,945,0.0599,2.43
user_1377,387594,3017,965,4747,137,0.0126,13.51
user_1378,773608,3099,2106,14959,1235,0.0209,-1.69
user_1379,661775,1146,1655,38413,1613,0.0605,4.23
user_1380,692519,1355,1060,17220,1977,0.0277,10.39
user_1381,44925,965,2293,3146,160,0.0736,5.26
user_1382,138023,3131,2134,1946,125,0.015,-1.58
user_1383,88388,4297,1697,2217,207,0.0274,-0.88
user_1384,533295,1078,2902,42609,2430,0.0845,9.03
user_1385,258802,2027,1018,10433,721,0.0431,14.4
user_1386,436048,3404,1797,25817,3253,0.0667,7.38
user_1387,59596,2561,2304,1357,58,0.0237,6.61
user_1388,908533,320,976,47871,1468,0.0543,3.41
user_1389,949027,1236,2986,57726,3618,0.0646,2.36
user_1390,352005,4605,1609,11268,847,0.0344,-1.64
user_1391,780554,4250,1181,53095,4807,0.0742,2.64
user_1392,874172,3814,2540,45666,3124,0.0558,5.63
user_1393,540812,2448,1888,20139,2470,0.0418,1.37
user_1394,523244,4579,572,25657,644,0.0503,-0.52
user_1395,413498,4285,1653,20829,1585,0.0542,10.2
user_1396,680290,4232,714,14685,1023,0.0231,13.21
user_1397,918581,1761,336,35081,3654,0.0422,13.93
user_1398,500097,2280,2665,17023,2478,0.039,8.51
user_1399,650789,178,787,24771,2138,0.0413,-1.1
user_1400,808043,1319,2953,51131,7582,0.0727,10.59
user_1401,149056,3722,2628,6525,386,0.0464,-0.13
user_1402,15060,1651,1991,1141,27,0.0776,9.39
user_1403,739345,4815,2325,22592,938,0.0318,11.25
user_1404,478272,4020,1523,18700,1334,0.0419,10.34
user_1405,519545,4294,2824,33815,2066,0.0691,14.18
user_1406,830735,4997,142,40059,1306,0.0498,10.55
user_1407,191279,677,2409,9237,704,0.052,9.78
user_1408,731406,3847,1888,10044,642,0.0146,2.45
user_1409,685647,2094,1691,25987,933,0.0393,13.72
user_1410,40711,3602,1102,1178,68,0.0306,1.05
user_1411,144026,2391,1748,11515,1557,0.0908,13.38
user_1412,336484,3264,2327,10627,629,0.0335,3.32
user_1413,466317,299,2016,33535,3783,0.08,0.21
user_1414,990024,2975,2162,56764,5651,0.063,12.05
user_1415,219134,1024,1168,7420,560,0.0364,-1.96
user_1416,103974,1375,2108,4995,255,0.0505,12.15
user_1417,150646,1033,1934,10370,704,0.0735,2.46
user_1418,403400,938,273,28978,2810,0.0788,13.04
user_1419,151168,2987,26,3208,210,0.0226,9.76
user_1420,593016,2167,2795,20026,959,0.0354,9.33
user_1421,690376,2722,2136,23103,811,0.0346,4.21
user_1422,536534,1376,561,6944,933,0.0147,-0.99
user_1423,439774,520,108,22813,1762,0.0559,12.11
user_1424,512937,2037,1958,35822,3627,0.0769,0.91
user_1425,412597,140,232,15146,1268,0.0398,4.33
user_1426,915228,579,2901,56563,7547,0.07,8.21
user_1427,954959,4806,285,51509,4692,0.0589,6.2
user_1428,93263,4109,2979,3385,279,0.0393,1.38
user_1429,922522,4884,2360,18334,2570,0.0227,0.39
user_1430,536590,2823,1250,32009,3634,0.0664,0.1
user_1431,854938,1736,2400,59691,2059,0.0722,12.67
user_1432,566445,241,1024,32859,1416,0.0605,-1.46
user_1433,580205,2036,2114,6528,798,0.0126,14.61
user_1434,224810,3673,641,5650,726,0.0284,1.37
user_1435,97646,2235,446,1451,131,0.0162,-0.12
user_1436,346266,4490,229,17288,1591,0.0545,7.81
user_1437,811951,1058,907,51115,5221,0.0694,-0.64
user_1438,491025,3833,1463,8711,671,0.0191,8.24
user_1439,481703,4348,173,33085,3587,0.0761,12.46
user_1440,975323,4718,434,47679,1625,0.0506,-1.19
user_1441,344054,4337,1200,20057,2907,0.0667,11.6
user_1442,907862,2102,1304,70811,8321,0.0872,4.71
user_1443,858756,3358,788,13617,1389,0.0175,0.71
user_1444,268552,1766,1002,19627,1199,0.0775,0.99
user_1445,60379,360,1531,1136,46,0.0196,13.62
user_1446,26053,4588,598,977,71,0.0402,-0.12
user_1447,403662,1310,2807,28095,2978,0.077,12.74
user_1448,657282,3982,2230,48269,4941,0.081,7.25
user_1449,99723,3318,1058,4532,316,0.0486,-1.34
user_1450,576644,634,2262,29747,2966,0.0567,5.9
user_1451,273933,2849,561,16318,2052,0.0671,11.9
user_1452,885152,409,378,60449,1415,0.0699,10.35
user_1453,854088,2916,869,15805,1241,0.02,6.31
user_1454,831460,2061,446,55462,6578,0.0746,12.62
user_1455,851916,4989,2564,37219,3386,0.0477,0.05
user_1456,33154,4056,2895,1377,144,0.0459,13.47
user_1457,214942,1675,505,8527,743,0.0431,12.39
user_1458,265480,2814,1851,12117,1804,0.0524,10.04
user_1459,366821,940,1492,27934,757,0.0782,11.9
user_1460,855211,781,1456,41370,3468,0.0524,7.24
user_1461,282173,4011,349,21648,690,0.0792,9.48
user_1462,846633,4751,1775,19151,780,0.0235,7.53
user_1463,33265,2554,2956,2018,140,0.0649,4.04
user_1464,366060,664,1190,24473,984,0.0695,7.67
user_1465,244322,3856,278,14058,2042,0.0659,2.38
user_1466,175944,1769,2359,9234,1321,0.06,5.48
user_1467,571485,4819,162,28309,1803,0.0527,2.77
user_1468,913165,1637,2036,64163,6619,0.0775,0.09
user_1469,449396,1661,2814,30341,2712,0.0735,3.47
user_1470,155782,946,646,2891,364,0.0209,12.48
user_1471,685846,327,1408,47598,4834,0.0764,4.48
user_1472,72907,4697,109,2842,56,0.0397,10.72
user_1473,916308,1686,739,25435,3032,0.0311,0.98
user_1474,203967,2208,500,14457,1692,0.0792,5.22
user_1475,851867,2482,2151,34280,2957,0.0437,-0.05
user_1476,303775,3954,1120,20227,2778,0.0757,0.36
user_1477,392182,4906,692,11152,1540,0.0324,8.5
user_1478,757892,3312,536,7787,686,0.0112,8.33
user_1479,283247,1499,2552,12656,1253,0.0491,1.63
user_1480,65772,4550,1633,1119,167,0.0196,6.07
user_1481,127108,1282,801,7983,469,0.0665,12.68
user_1482,15382,4167,2171,451,28,0.0311,0.96
user_1483,85291,727,2055,3501,153,0.0428,-1.67
user_1484,364339,2708,2406,5863,800,0.0183,9.08
user_1485,660116,2078,706,19847,2317,0.0336,-1.09
user_1486,283753,3808,1609,18360,619,0.0669,14.66
user_1487,148550,4674,919,3061,451,0.0236,8.36
user_1488,233050,2087,1521,12887,1482,0.0617,6.0
user_1489,433882,2699,2674,32202,4204,0.0839,5.31
user_1490,338827,706,242,19512,512,0.0591,7.74
user_1491,493313,215,1096,32939,2821,0.0725,-0.46
user_1492,387858,4994,1120,6837,757,0.0196,13.81
user_1493,655618,4641,1761,18063,1636,0.03,8.64
user_1494,596603,639,522,43323,4621,0.0804,1.13
user_1495,865266,4574,1359,51965,6564,0.0676,7.56
user_1496,389349,2871,2889,21324,1464,0.0585,0.27
user_1497,15153,4308,643,855,111,0.0637,-1.7
user_1498,601613,1312,1906,23459,966,0.0406,8.72
user_1499,241773,121,2232,3171,175,0.0138,9.02
user_1500,931503,3566,1070,60464,1549,0.0666,7.92
user_1501,56318,4800,1113,3238,218,0.0614,1.12
user_1502,395030,3630,2005,17024,1181,0.0461,8.26
user_1503,378177,318,1408,27600,3441,0.0821,-1.04
user_1504,77077,1826,1349,2584,271,0.037,8.36
user_1505,877906,2512,1167,26866,2062,0.033,7.42
user_1506,134515,1318,38,9563,1001,0.0785,9.14
user_1507,994497,1065,1300,65427,1757,0.0676,13.22
user_1508,207988,2772,1065,9577,415,0.048,12.46
user_1509,860751,1133,1008,16484,1673,0.0211,14.67
user_1510,126885,4151,2517,3179,328,0.0276,14.6
user_1511,897209,456,2619,50186,6054,0.0627,11.13
user_1512,542656,3126,1593,20052,1451,0.0396,14.26
user_1513,671688,1035,1091,46046,5246,0.0764,12.74
user_1514,189014,3653,2762,14458,1574,0.0848,10.37
user_1515,92751,4535,2654,6158,894,0.076,-0.72
user_1516,231203,759,2788,8422,403,0.0382,-1.17
user_1517,814738,2668,1226,53127,4872,0.0712,12.24
user_1518,696275,4899,1478,24091,2366,0.038,6.32
user_1519,824651,1461,2174,17892,2680,0.0249,11.85
user_1520,212951,4671,1231,2627,121,0.0129,3.32
user_1521,506155,1535,795,18727,1648,0.0403,4.76
user_1522,196716,3000,1879,14409,936,0.078,9.9
user_1523,585567,4701,1886,15651,1383,0.0291,13.56
user_1524,316172,2984,1180,7732,387,0.0257,-0.51
user_1525,891695,4164,1901,69451,1818,0.0799,12.65
user_1526,1126,4720,2965,13,1,0.0124,11.48
user_1527,839761,1053,2403,54588,3475,0.0691,3.36
user_1528,28632,2516,2674,930,40,0.0339,4.04
user_1529,501315,2516,2905,6328,393,0.0134,-1.21
user_1530,721670,1988,1800,53581,1414,0.0762,-1.73
user_1531,110945,1989,621,2193,314,0.0226,6.11
user_1532,318320,1685,1614,15478,1478,0.0533,-0.38
user_1533,251869,1748,2470,7350,925,0.0329,1.3
user_1534,742426,4577,559,10812,810,0.0157,12.4
user_1535,499716,2141,1115,6743,926,0.0153,7.71
user_1536,176399,1945,1825,3190,264,0.0196,8.77
user_1537,463120,4290,43,6944,656,0.0164,1.19
user_1538,135869,3448,643,8592,721,0.0685,12.09
user_1539,179954,1123,1855,7916,912,0.0491,12.76
user_1540,670078,2452,1099,22784,2134,0.0372,6.9
user_1541,35560,4945,1005,1397,77,0.0415,13.51
user_1542,864021,3262,242,64824,2522,0.0779,12.36
user_1543,285260,4087,198,21038,2078,0.081,10.43
user_1544,954748,1201,2867,57377,4796,0.0651,10.48
user_1545,133717,2495,2501,9617,312,0.0743,-0.21
user_1546,179595,2006,1980,5814,415,0.0347,2.6
user_1547,649373,4608,1493,23817,2070,0.0399,-0.86
user_1548,380862,3957,812,20170,2571,0.0597,-1.85
user_1549,806688,857,903,43281,1293,0.0553,0.69
user_1550,495592,236,2559,21666,1414,0.0466,12.97
user_1551,101158,4877,1232,3848,488,0.0429,2.08
user_1552,709533,4574,1621,56076,5848,0.0873,14.49
user_1553,169502,1357,829,11437,659,0.0714,8.15
user_1554,433498,2334,980,17534,2277,0.0457,2.03
user_1555,907151,4916,439,55254,4648,0.066,6.45
user_1556,981878,807,2716,28346,2403,0.0313,1.72
user_1557,331388,4281,1207,5637,828,0.0195,14.73
user_1558,668054,4937,1298,23161,3314,0.0396,12.4
user_1559,319408,3904,2543,12203,812,0.0407,-1.55
user_1560,469276,4316,1460,5235,200,0.0116,14.11
