followers_count,following_count,avg_likes,avg_comments,engagement_rate,fraud_risk_score,fraud_flag,influencer_type
744091,1284,23068,976,0.032313252008154915,0,0,Genuine
519862,276,15448,734,0.031127491526597443,0,0,Genuine
918806,4193,48050,4284,0.05695870510205636,0,0,Genuine
476774,3009,32025,1375,0.07005415563768158,0,0,Genuine
918559,1880,58139,5962,0.06978430345791616,0,0,Genuine
636605,3829,18062,1046,0.03001547270285342,0,0,Genuine
140789,236,3825,470,0.03050664469525318,0,0,Genuine
390593,2927,30312,3790,0.08730827229366629,0,0,Genuine
816131,2585,8631,693,0.011424636486054322,0,0,Genuine
74686,1982,5346,232,0.0746860187987039,0,0,Genuine
68661,2974,1646,171,0.026463348917143647,0,0,Genuine
569535,898,43461,6478,0.0876838122327864,50,1,Suspicious
246121,2082,8358,843,0.037384050934296545,0,0,Genuine
673108,1302,27479,677,0.04182984008509778,0,0,Genuine
368257,1931,21910,487,0.06081893894752849,50,1,Suspicious
267765,319,13692,844,0.05428640785763636,0,0,Genuine
147106,1680,4745,215,0.03371718352752437,0,0,Genuine
259930,4455,12676,1593,0.054895548801600434,0,0,Genuine
923630,3253,56479,7332,0.06908718859283479,0,0,Genuine
661482,1624,8575,459,0.013657212138803474,0,0,Genuine
805462,2942,8686,541,0.011455537318954837,0,0,Genuine
870270,1745,36607,1856,0.044196628632493365,0,0,Genuine
872149,3308,16770,2315,0.021882728753917047,0,0,Genuine
449874,3312,25419,2169,0.06132383734112218,0,0,Genuine
563926,1495,14088,1483,0.027611778850416543,0,0,Genuine
854499,269,34435,2548,0.04328033151589411,0,0,Genuine
119033,102,2837,289,0.026261624927541104,0,0,Genuine
631265,1807,30549,2143,0.05178807632293886,0,0,Genuine
614157,1716,11130,714,0.01928497110673655,0,0,Genuine
630474,2835,7324,750,0.01280623784644569,0,0,Genuine
822106,769,11163,1081,0.01489345656156262,0,0,Genuine
167926,455,12896,750,0.08126198444552958,0,0,Genuine
571559,2344,11408,449,0.020745014950337586,0,0,Genuine
861120,121,51317,3485,0.06364037532515793,0,0,Genuine
432734,2103,6384,472,0.015843451173238064,0,0,Genuine
374220,1279,6575,668,0.019354924910480464,0,0,Genuine
666627,1617,30412,4223,0.05195559135768578,0,0,Genuine
222897,3732,9482,234,0.043589640057963994,0,0,Genuine
2062,3003,157,8,0.08001939864209505,100,1,High Risk
248736,4532,18938,855,0.0795743278013637,0,0,Genuine
575736,748,37176,3171,0.07007899453916379,0,0,Genuine
96462,876,5030,381,0.05609462793638946,0,0,Genuine
400445,398,16757,1923,0.04664810398431745,0,0,Genuine
451009,3958,15754,811,0.03672875707580115,0,0,Genuine
771173,357,58837,5723,0.08371662389632417,50,1,Suspicious
573203,3466,29923,4036,0.059244281694268874,0,0,Genuine
267776,2384,13532,1872,0.0575256931166348,0,0,Genuine
629880,4911,16523,2389,0.030024766622213754,0,0,Genuine
659956,4870,8756,1055,0.01486614259132427,0,0,Genuine
372923,2859,28403,3913,0.0866559584686383,0,0,Genuine
400384,3608,12796,646,0.03357277014066496,0,0,Genuine
633387,4528,25956,1185,0.04285057950352628,0,0,Genuine
532849,3527,9604,200,0.018399208781474677,0,0,Genuine
468010,4670,32098,3591,0.07625691758723105,0,0,Genuine
607440,2736,7249,1028,0.013626037139470564,0,0,Genuine
650324,3035,44468,1970,0.07140748303922352,0,0,Genuine
387193,325,7674,788,0.02185473394405374,0,0,Genuine
27734,2597,1998,233,0.08044277781784091,50,1,Suspicious
924875,2814,56495,7942,0.06967103662657116,0,0,Genuine
27069,386,582,60,0.0237171672392774,0,0,Genuine
736265,2023,36524,5337,0.05685588748616327,0,0,Genuine
538198,3029,17160,1112,0.033950330547493676,0,0,Genuine
336623,4626,7566,495,0.023946670310703664,0,0,Genuine
471951,4018,33103,2998,0.07649311051359145,0,0,Genuine
82264,960,3146,219,0.04090489156860838,0,0,Genuine
24275,2046,919,18,0.03859938208032956,50,1,Suspicious
597562,3179,13081,1506,0.024410856112001767,0,0,Genuine
475665,4254,17511,2061,0.041146605278925295,0,0,Genuine
363920,3807,25843,3026,0.0793278742580787,0,0,Genuine
192076,377,6803,441,0.03771423811407984,0,0,Genuine
195053,1849,14943,1313,0.0833414507851712,0,0,Genuine
710913,364,54201,3620,0.08133344023811634,0,0,Genuine
573735,3595,11556,255,0.020586159115270987,0,0,Genuine
953033,1184,21359,1988,0.024497577733404826,0,0,Genuine
913826,2796,64321,2321,0.07292635578326727,0,0,Genuine
600991,4926,22533,685,0.03863285806276633,0,0,Genuine
863522,1570,8899,1051,0.01152257846354812,0,0,Genuine
804692,205,23473,498,0.02978903729625745,100,1,High Risk
113581,1774,5887,851,0.059323302312886836,0,0,Genuine
266956,3393,17605,1531,0.07168222478610707,0,0,Genuine
422240,936,8164,1206,0.02219117089806745,0,0,Genuine
715016,3123,12682,349,0.01822476699822102,0,0,Genuine
903580,2855,67358,6456,0.08169060846853626,0,0,Genuine
945789,771,59187,3871,0.06667237618538596,0,0,Genuine
117421,962,6021,780,0.05791979288202281,0,0,Genuine
526893,3407,33638,2252,0.06811629685723666,0,0,Genuine
465374,920,18624,1003,0.04217468100925277,0,0,Genuine
73303,4158,4624,607,0.07136133582527318,50,1,Suspicious
159211,547,5735,394,0.038496083813304355,0,0,Genuine
995653,1806,26968,598,0.02768635257464197,0,0,Genuine
188210,1167,11486,812,0.06534190531852718,0,0,Genuine
787237,3459,30999,3257,0.043514214906057516,0,0,Genuine
863557,2878,67958,3606,0.08287119437396721,0,0,Genuine
145990,1697,5031,383,0.03708473183094733,0,0,Genuine
159518,3033,11887,325,0.07655562381674795,0,0,Genuine
125040,192,9416,908,0.08256557901471528,0,0,Genuine
669406,2811,18026,2132,0.030113264595775957,0,0,Genuine
524138,3485,34527,2545,0.07072946437770206,50,1,Suspicious
419034,4710,16893,1260,0.043321067025587426,0,0,Genuine
757254,2481,56208,1769,0.0765621574795247,0,0,Genuine
791756,4562,32864,1520,0.04342752059978074,0,0,Genuine
863755,1898,53640,2151,0.06459123246753999,0,0,Genuine
796543,2746,34002,2809,0.046213449870251826,0,0,Genuine
956614,1767,24820,2204,0.028249638830291007,0,0,Genuine
541677,3122,12975,1860,0.027387169844759883,0,0,Genuine
647465,1117,25756,760,0.04095356505757068,0,0,Genuine
304571,2836,19152,1876,0.06904137294752291,0,0,Genuine
998083,3841,52254,4621,0.05698423878575229,0,0,Genuine
685106,1338,39875,3473,0.06327196083525762,0,0,Genuine
123883,3921,3687,492,0.033733442038052036,0,0,Genuine
744246,1856,32523,1519,0.045740252550903866,0,0,Genuine
763501,1554,10007,253,0.013438096348269354,0,0,Genuine
918621,3358,61756,6632,0.0744463712455953,50,1,Suspicious
388952,3001,30840,2000,0.08443201217630968,0,0,Genuine
113221,121,4356,97,0.03933015959936761,0,0,Genuine
800666,1740,8621,454,0.011334314183442284,0,0,Genuine
261669,1394,5726,344,0.02319724537488201,0,0,Genuine
760224,3353,42326,4240,0.061252999116050005,0,0,Genuine
840873,3163,44436,1885,0.05508679669819343,0,0,Genuine
526134,932,34277,2526,0.06994986068187953,0,0,Genuine
536242,4284,14892,1231,0.03006664901294565,0,0,Genuine
342383,2712,21725,1731,0.0685080742910717,0,0,Genuine
245761,1554,14293,2095,0.06668267137584889,50,1,Suspicious
833946,2513,27184,704,0.033441014166384876,0,0,Genuine
875668,2603,42193,6060,0.05510421758017879,0,0,Genuine
885011,782,17973,1719,0.02225057089685891,0,0,Genuine
138541,1798,5774,712,0.046816465883745606,0,0,Genuine
948609,3974,67999,5164,0.07712661381032648,50,1,Suspicious
829533,473,32752,2587,0.04260107795591013,0,0,Genuine
65323,3528,4492,603,0.07799703014252254,50,1,Suspicious
617210,1641,31673,4322,0.05831888660261499,0,0,Genuine
190139,4535,4455,227,0.024624090796732917,0,0,Genuine
181448,4487,9195,422,0.053001410872536486,0,0,Genuine
701947,4759,31881,2694,0.0492558554990619,0,0,Genuine
955480,542,36217,4963,0.04309875664587433,0,0,Genuine
236659,241,4348,269,0.019509082688594137,0,0,Genuine
390678,548,15302,1603,0.04327092900035323,0,0,Genuine
855016,4967,12905,1446,0.01678448122608232,0,0,Genuine
105537,1306,1785,216,0.018960175104465734,0,0,Genuine
865909,2018,33869,3160,0.0427631540958692,0,0,Genuine
242983,4372,7624,551,0.03364432902713359,0,0,Genuine
567821,2236,42466,6187,0.085683692572131,100,1,High Risk
789260,866,28649,2849,0.039908268504675264,0,0,Genuine
2917,3270,183,20,0.06959204662324306,100,1,High Risk
283762,1523,13370,867,0.05017232751390249,0,0,Genuine
557542,1136,33054,3539,0.0656327236333765,0,0,Genuine
787275,4249,22207,1188,0.029716426915626686,0,0,Genuine
368436,1924,27976,1450,0.07986733109685264,0,0,Genuine
510930,920,24067,2717,0.05242205390170865,0,0,Genuine
572650,4813,39050,3427,0.07417619837597136,0,0,Genuine
283272,2092,10071,1095,0.039417944590358384,0,0,Genuine
386925,322,6583,362,0.01794921496414034,0,0,Genuine
767641,1079,43878,4292,0.06275068684450154,0,0,Genuine
715743,3268,7546,586,0.011361620022829423,0,0,Genuine
590833,4119,25565,2495,0.04749226938915057,0,0,Genuine
83180,1101,1954,112,0.02483770137052176,0,0,Genuine
613246,4083,33063,3736,0.06000691402797572,0,0,Genuine
404081,1623,31744,3960,0.08835852217748422,0,0,Genuine
920723,3240,39138,2105,0.0447941454704618,0,0,Genuine
302953,4438,20365,1203,0.07119256122236782,0,0,Genuine
379892,3847,17302,1833,0.05036957872237373,0,0,Genuine
6287,3339,281,31,0.04962621282010498,100,1,High Risk
258665,3797,19433,2167,0.08350569269131888,0,0,Genuine
952891,2155,68891,7491,0.0801581712913649,50,1,Suspicious
9512,357,618,43,0.06949116904962153,0,0,Genuine
657702,3409,20216,1442,0.032929807116292786,0,0,Genuine
457292,3226,22018,1169,0.050705019987229163,0,0,Genuine
109872,1301,2820,113,0.026694699286442407,0,0,Genuine
937720,2797,38516,4238,0.045593567376189054,0,0,Genuine
773042,1567,33932,1089,0.045302842536369306,0,0,Genuine
94070,1428,6416,910,0.07787817582651217,0,0,Genuine
605055,4941,44000,5608,0.08198924064754444,100,1,High Risk
623117,2011,24316,3196,0.04415222181388086,0,0,Genuine
945118,4355,10622,1464,0.01278782120327832,50,1,Suspicious
430474,2913,30272,2213,0.07546332647267895,0,0,Genuine
43078,2706,956,124,0.025070801801383536,0,0,Genuine
369432,2544,19776,801,0.05569901903462613,0,0,Genuine
608812,4617,7152,163,0.012015203379696852,50,1,Suspicious
228645,4055,8680,1059,0.042594414922696756,0,0,Genuine
537507,3613,42472,1262,0.08136452176436772,0,0,Genuine
787667,972,13428,1994,0.019579340000279305,100,1,High Risk
306073,4282,12138,1307,0.04392742907737696,0,0,Genuine
128309,4512,4041,476,0.03520407765628288,0,0,Genuine
330588,3009,24250,1259,0.07716251043595049,0,0,Genuine
664927,233,47112,5069,0.07847628386273982,0,0,Genuine
889266,3408,23689,606,0.0273202843693563,0,0,Genuine
465008,1448,7292,940,0.017702921240064687,0,0,Genuine
721801,2846,38904,1635,0.056163679462899053,0,0,Genuine
347699,586,11663,1290,0.03725348649262725,0,0,Genuine
336842,1323,19215,945,0.05985001870313084,0,0,Genuine
387594,3017,4747,137,0.01260081425409062,0,0,Genuine
773608,3099,14959,1235,0.020933082387979442,0,0,Genuine
661775,1146,38413,1613,0.060482792489894605,0,0,Genuine
692519,1355,17220,1977,0.02772053907546219,0,0,Genuine
44925,965,3146,160,0.07358931552587646,0,0,Genuine
138023,3131,1946,125,0.015004745585880615,0,0,Genuine
88388,4297,2217,207,0.027424537267502377,0,0,Genuine
533295,1078,42609,2430,0.08445419514527606,0,0,Genuine
258802,2027,10433,721,0.04309858501866291,0,0,Genuine
436048,3404,25817,3253,0.06666697244340072,0,0,Genuine
59596,2561,1357,58,0.023743204241895428,0,0,Genuine
908533,320,47871,1468,0.0543062277319591,0,0,Genuine
949027,1236,57726,3618,0.06463883535452626,0,0,Genuine
352005,4605,11268,847,0.034417124756750614,0,0,Genuine
780554,4250,53095,4807,0.07418064605395655,0,0,Genuine
874172,3814,45666,3124,0.05581281486938497,0,0,Genuine
540812,2448,20139,2470,0.04180565519995858,0,0,Genuine
523244,4579,25657,644,0.05026526821138895,0,0,Genuine
413498,4285,20829,1585,0.054205824453806305,0,0,Genuine
680290,4232,14685,1023,0.023090152728983227,0,0,Genuine
918581,1761,35081,3654,0.04216830089017735,0,0,Genuine
500097,2280,17023,2478,0.03899443507959456,0,0,Genuine
650789,178,24771,2138,0.04134827109862029,0,0,Genuine
808043,1319,51131,7582,0.07266073711423773,50,1,Suspicious
149056,3722,6525,386,0.046365124516960066,0,0,Genuine
15060,1651,1141,27,0.07755644090305445,100,1,High Risk
739345,4815,22592,938,0.03182546713645186,0,0,Genuine
478272,4020,18700,1334,0.04188829787234043,0,0,Genuine
519545,4294,33815,2066,0.06906235263547912,0,0,Genuine
830735,4997,40059,1306,0.04979325537024442,0,0,Genuine
191279,677,9237,704,0.05197120436639673,0,0,Genuine
731406,3847,10044,642,0.014610216487149408,0,0,Genuine
685647,2094,25987,933,0.039262185935328237,0,0,Genuine
40711,3602,1178,68,0.030605978728107882,0,0,Genuine
144026,2391,11515,1557,0.09076139030452834,0,0,Genuine
336484,3264,10627,629,0.03345181345918379,0,0,Genuine
466317,299,33535,3783,0.0800271060244426,0,0,Genuine
990024,2975,56764,5651,0.0630439262078495,0,0,Genuine
219134,1024,7420,560,0.03641607418292004,0,0,Genuine
103974,1375,4995,255,0.050493392578913956,0,0,Genuine
150646,1033,10370,704,0.07351008324150658,0,0,Genuine
403400,938,28978,2810,0.0788001983143282,0,0,Genuine
151168,2987,3208,210,0.022610605419136325,0,0,Genuine
593016,2167,20026,959,0.035386903557408235,0,0,Genuine
690376,2722,23103,811,0.03463909521767848,0,0,Genuine
536534,1376,6944,933,0.014681269034208456,0,0,Genuine
439774,520,22813,1762,0.05588097522818539,0,0,Genuine
512937,2037,35822,3627,0.07690808032955314,0,0,Genuine
412597,140,15146,1268,0.03978216031624079,0,0,Genuine
915228,579,56563,7547,0.07004811915719361,50,1,Suspicious
954959,4806,51509,4692,0.058851741278944956,0,0,Genuine
93263,4109,3385,279,0.039286748228129054,0,0,Genuine
922522,4884,18334,2570,0.02265962220955164,50,1,Suspicious
536590,2823,32009,3634,0.06642501723848748,0,0,Genuine
854938,1736,59691,2059,0.07222745976901249,0,0,Genuine
566445,241,32859,1416,0.06050896380054551,0,0,Genuine
580205,2036,6528,798,0.01262657164278143,0,0,Genuine
224810,3673,5650,726,0.028361727681152974,0,0,Genuine
97646,2235,1451,131,0.016201380496896955,0,0,Genuine
346266,4490,17288,1591,0.05452166831279999,0,0,Genuine
811951,1058,51115,5221,0.06938349728000828,0,0,Genuine
491025,3833,8711,671,0.019106970113538006,0,0,Genuine
481703,4348,33085,3587,0.07612989746794187,0,0,Genuine
975323,4718,47679,1625,0.050551458337391816,100,1,High Risk
344054,4337,20057,2907,0.06674533648787691,0,0,Genuine
907862,2102,70811,8321,0.0871630269798714,50,1,Suspicious
858756,3358,13617,1389,0.017474113717982756,0,0,Genuine
268552,1766,19627,1199,0.07754922696535493,0,0,Genuine
60379,360,1136,46,0.01957634276818099,0,0,Genuine
26053,4588,977,71,0.040225693778067784,100,1,High Risk
403662,1310,28095,2978,0.07697776852911595,0,0,Genuine
657282,3982,48269,4941,0.08095459787427618,0,0,Genuine
99723,3318,4532,316,0.04861466261544478,0,0,Genuine
576644,634,29747,2966,0.05672997551348839,0,0,Genuine
273933,2849,16318,2052,0.0670601935509778,0,0,Genuine
885152,409,60449,1415,0.06989082101153249,100,1,High Risk
854088,2916,15805,1241,0.019958130778093122,0,0,Genuine
831460,2061,55462,6578,0.07461573617492122,50,1,Suspicious
851916,4989,37219,3386,0.04766314988801713,0,0,Genuine
33154,4056,1377,144,0.04587681727694999,100,1,High Risk
214942,1675,8527,743,0.0431279135766858,0,0,Genuine
265480,2814,12117,1804,0.05243709507307519,0,0,Genuine
366821,940,27934,757,0.07821526030407201,0,0,Genuine
855211,781,41370,3468,0.05242916660332947,0,0,Genuine
282173,4011,21648,690,0.07916420068539513,0,0,Genuine
846633,4751,19151,780,0.0235414872796123,0,0,Genuine
33265,2554,2018,140,0.06487298962873891,0,0,Genuine
366060,664,24473,984,0.0695432442768945,0,0,Genuine
244322,3856,14058,2042,0.06589664459197289,0,0,Genuine
175944,1769,9234,1321,0.05999067885236212,0,0,Genuine
571485,4819,28309,1803,0.0526907967838176,0,0,Genuine
913165,1637,64163,6619,0.07751282626907514,50,1,Suspicious
449396,1661,30341,2712,0.0735498313291618,0,0,Genuine
155782,946,2891,364,0.020894583456368514,0,0,Genuine
685846,327,47598,4834,0.07644864882203876,0,0,Genuine
72907,4697,2842,56,0.03974926961745786,100,1,High Risk
916308,1686,25435,3032,0.031067064786076296,0,0,Genuine
203967,2208,14457,1692,0.0791745723572931,0,0,Genuine
851867,2482,34280,2957,0.043712222682648814,0,0,Genuine
303775,3954,20227,2778,0.0757303925602831,0,0,Genuine
392182,4906,11152,1540,0.03236252556211147,0,0,Genuine
757892,3312,7787,686,0.011179693148891926,0,0,Genuine
283247,1499,12656,1253,0.049105550985535595,0,0,Genuine
65772,4550,1119,167,0.019552393115611508,100,1,High Risk
127108,1282,7983,469,0.0664946344840608,0,0,Genuine
15382,4167,451,28,0.03114029384995449,100,1,High Risk
85291,727,3501,153,0.04284156593309962,0,0,Genuine
364339,2708,5863,800,0.018287913179758412,0,0,Genuine
660116,2078,19847,2317,0.03357591696004945,0,0,Genuine
283753,3808,18360,619,0.06688563645142077,0,0,Genuine
148550,4674,3061,451,0.023641871423763044,0,0,Genuine
233050,2087,12887,1482,0.06165629693198885,0,0,Genuine
433882,2699,32202,4204,0.08390760621551482,0,0,Genuine
338827,706,19512,512,0.059098005766954814,0,0,Genuine
493313,215,32939,2821,0.07248947422832969,0,0,Genuine
387858,4994,6837,757,0.01957933057974826,0,0,Genuine
655618,4641,18063,1636,0.03004645998126958,0,0,Genuine
596603,639,43323,4621,0.08036164752775296,0,0,Genuine
865266,4574,51965,6564,0.06764278268185737,0,0,Genuine
389349,2871,21324,1464,0.05852846674834146,0,0,Genuine
15153,4308,855,111,0.06374975252425262,100,1,High Risk
601613,1312,23459,966,0.040599189179755094,0,0,Genuine
241773,121,3171,175,0.013839427893106344,0,0,Genuine
931503,3566,60464,1549,0.06657305451512234,0,0,Genuine
56318,4800,3238,218,0.06136581554742711,0,0,Genuine
395030,3630,17024,1181,0.0460851074601929,0,0,Genuine
378177,318,27600,3441,0.08208061304627198,0,0,Genuine
77077,1826,2584,271,0.037040881196725356,0,0,Genuine
877906,2512,26866,2062,0.032951135998614885,0,0,Genuine
134515,1318,9563,1001,0.07853399249154369,0,0,Genuine
994497,1065,65427,1757,0.06755575934366821,100,1,High Risk
207988,2772,9577,415,0.048041233148066236,0,0,Genuine
860751,1133,16484,1673,0.021094369916503146,0,0,Genuine
126885,4151,3179,328,0.02763920085116444,0,0,Genuine
897209,456,50186,6054,0.06268327669472776,50,1,Suspicious
542656,3126,20052,1451,0.03962547175374455,0,0,Genuine
671688,1035,46046,5246,0.07636283512583224,0,0,Genuine
189014,3653,14458,1574,0.08481911392806882,0,0,Genuine
92751,4535,6158,894,0.07603152526657395,50,1,Suspicious
231203,759,8422,403,0.0381699199404852,0,0,Genuine
814738,2668,53127,4872,0.07118730193019106,0,0,Genuine
696275,4899,24091,2366,0.037997917489497685,0,0,Genuine
824651,1461,17892,2680,0.02494631062109911,0,0,Genuine
212951,4671,2627,121,0.012904377063268076,0,0,Genuine
506155,1535,18727,1648,0.04025446750501328,0,0,Genuine
196716,3000,14409,936,0.07800585615811627,0,0,Genuine
585567,4701,15651,1383,0.029089754033270316,0,0,Genuine
316172,2984,7732,387,0.025679060764394065,0,0,Genuine
891695,4164,69451,1818,0.07992531078451713,50,1,Suspicious
1126,4720,13,1,0.012433392539964476,100,1,High Risk
839761,1053,54588,3475,0.06914229167584586,0,0,Genuine
28632,2516,930,40,0.033878178262084384,0,0,Genuine
501315,2516,6328,393,0.013406740273081795,0,0,Genuine
721670,1988,53581,1414,0.07620519073814902,0,0,Genuine
110945,1989,2193,314,0.022596782189373114,0,0,Genuine
318320,1685,15478,1478,0.053267152550892184,0,0,Genuine
251869,1748,7350,925,0.03285438065025867,0,0,Genuine
742426,4577,10812,810,0.015654085390328462,0,0,Genuine
499716,2141,6743,926,0.015346716935219204,0,0,Genuine
176399,1945,3190,264,0.019580609867402878,0,0,Genuine
463120,4290,6944,656,0.01641043358092935,0,0,Genuine
135869,3448,8592,721,0.068543965142895,0,0,Genuine
179954,1123,7916,912,0.04905698122853618,0,0,Genuine
670078,2452,22784,2134,0.037186715576395586,0,0,Genuine
35560,4945,1397,77,0.04145106861642295,100,1,High Risk
864021,3262,64824,2522,0.07794486476601842,0,0,Genuine
285260,4087,21038,2078,0.08103484540419266,0,0,Genuine
954748,1201,57377,4796,0.06511980124598324,0,0,Genuine
133717,2495,9617,312,0.0742538345909645,0,0,Genuine
179595,2006,5814,415,0.034683593641248366,0,0,Genuine
649373,4608,23817,2070,0.03986460786019745,0,0,Genuine
380862,3957,20170,2571,0.0597092910292967,0,0,Genuine
806688,857,43281,1293,0.05525556348923004,0,0,Genuine
495592,236,21666,1414,0.04657056611083311,0,0,Genuine
101158,4877,3848,488,0.042863639059688805,0,0,Genuine
709533,4574,56076,5848,0.08727430577577082,100,1,High Risk
169502,1357,11437,659,0.07136198982902857,0,0,Genuine
433498,2334,17534,2277,0.045700326183742486,0,0,Genuine
907151,4916,55254,4648,0.06603310804926633,0,0,Genuine
981878,807,28346,2403,0.031316517938073773,0,0,Genuine
331388,4281,5637,828,0.019508853670018228,0,0,Genuine
668054,4937,23161,3314,0.039630029907761946,0,0,Genuine
319408,3904,12203,812,0.04074725742623854,0,0,Genuine
469276,4316,5235,200,0.011581670488156224,0,0,Genuine
58545,2256,3924,244,0.07119309932530532,0,0,Genuine
512411,3608,18007,431,0.035982834092164295,0,0,Genuine
826656,1630,41852,950,0.05177728099717416,0,0,Genuine
885377,1011,13437,959,0.01625974020106689,0,0,Genuine
14224,3897,316,44,0.02530933633295838,100,1,High Risk
41738,3625,3016,401,0.08186784225406105,50,1,Suspicious
943654,925,49643,4293,0.057156542546314644,0,0,Genuine
851163,2468,65130,6088,0.08367140019009285,0,0,Genuine
181760,4248,14524,301,0.08156360035211267,100,1,High Risk
764978,1051,27562,1323,0.03775925582173605,50,1,Suspicious
467725,3434,14460,335,0.03163183494574803,0,0,Genuine
664937,4116,46602,5503,0.07836080711405742,0,0,Genuine
533358,2895,42616,1659,0.08301178570491115,0,0,Genuine
127161,1531,6876,914,0.06126092119439136,0,0,Genuine
533954,3351,35059,3633,0.07246317098476648,0,0,Genuine
845193,707,54702,2725,0.06794542784902383,0,0,Genuine
299512,2830,10445,423,0.036285691391329894,0,0,Genuine
663143,472,33289,3381,0.05529727374035465,0,0,Genuine
567202,3731,38747,5312,0.07767779380185542,0,0,Genuine
202579,4316,11783,1336,0.06475992082101303,0,0,Genuine
653026,2760,7497,489,0.012229222113667755,0,0,Genuine
997530,502,33486,3226,0.03680290317083196,0,0,Genuine
772253,2447,15532,938,0.021327207534318417,0,0,Genuine
505471,2025,13297,1993,0.030249015274862456,0,0,Genuine
330670,1707,24265,2847,0.08199110896059515,0,0,Genuine
989339,2591,12448,1243,0.01383853259600602,0,0,Genuine
964269,3125,24478,1836,0.027289065603063045,0,0,Genuine
807388,3214,25569,2566,0.034846938522742475,0,0,Genuine
219967,3016,11698,753,0.05660394513722513,0,0,Genuine
833672,2103,39505,938,0.04851188477002946,0,0,Genuine
384152,337,9710,692,0.02707782336158604,0,0,Genuine
955652,3267,20543,2895,0.024525664153897026,0,0,Genuine
95270,3904,2531,256,0.029253700010496483,0,0,Genuine
792189,1497,35788,1106,0.04657221950822342,0,0,Genuine
544385,657,15777,2130,0.0328939996509823,0,0,Genuine
666755,4602,50894,2796,0.08052433052620528,0,0,Genuine
148313,1814,6298,325,0.04465555952613729,0,0,Genuine
891324,1275,12581,737,0.01494181689262266,0,0,Genuine
159768,1285,9753,926,0.06684066897000651,0,0,Genuine
247726,1079,8179,742,0.03601156116031422,0,0,Genuine
857912,2721,47823,4011,0.060418784210968024,0,0,Genuine
571451,4012,16898,1914,0.03291970790146487,0,0,Genuine
20816,4592,1039,63,0.052940046118370485,100,1,High Risk
968344,4980,62023,7546,0.07184327057326735,50,1,Suspicious
758907,3227,56888,2434,0.0781676806248987,0,0,Genuine
315997,3772,8936,1087,0.03171865555685655,0,0,Genuine
156989,4956,5249,557,0.03698348291918542,50,1,Suspicious
622019,1525,26434,2876,0.04712074711544181,0,0,Genuine
677926,2946,50778,4194,0.08108849638456114,0,0,Genuine
207524,858,15169,1618,0.08089184865364969,0,0,Genuine
588111,1028,9581,291,0.01678594687057375,0,0,Genuine
152878,2513,2940,384,0.021742827614176008,0,0,Genuine
731880,775,32704,890,0.045900967371700276,0,0,Genuine
527047,2551,9204,362,0.018150183949439045,0,0,Genuine
782452,3412,26752,2540,0.03743616221825748,0,0,Genuine
436165,1266,8892,1032,0.022752857290245666,0,0,Genuine
879806,4101,47969,1434,0.05615215172435741,0,0,Genuine
134554,2247,10288,1437,0.08713973571948809,0,0,Genuine
811874,2856,64764,9492,0.09146246831404874,50,1,Suspicious
952223,828,34534,3411,0.03984885893325408,0,0,Genuine
452282,1022,23487,1939,0.05621713886469061,0,0,Genuine
94501,2860,6609,769,0.0780732479021386,0,0,Genuine
265223,2173,4832,302,0.019357295558831623,0,0,Genuine
921221,648,53679,4515,0.06317050957370707,0,0,Genuine
60676,3391,2343,325,0.043971257169226716,100,1,High Risk
946456,274,23122,3335,0.027953755906243924,100,1,High Risk
742804,890,28369,3986,0.04355792375916123,0,0,Genuine
174532,1864,2673,144,0.016140306648637498,0,0,Genuine
615685,4859,36127,1814,0.06162404476314999,0,0,Genuine
598135,1156,16563,972,0.02931612428632332,0,0,Genuine
618895,174,19679,1522,0.03425621470524079,0,0,Genuine
221178,3296,4086,248,0.01959507726808272,0,0,Genuine
150521,2981,10615,728,0.07535825565867886,0,0,Genuine
427752,4175,19052,1918,0.04902373337821916,0,0,Genuine
589365,3021,29497,3513,0.056009433882229176,0,0,Genuine
825690,2067,41169,4760,0.05562499243057322,0,0,Genuine
704662,2465,27294,3435,0.04360814120812531,0,0,Genuine
258009,4640,6057,146,0.024041796991577814,0,0,Genuine
947369,3146,58887,1543,0.06378718324116579,0,0,Genuine
138717,1659,2620,321,0.02120143890078361,0,0,Genuine
382915,767,6613,590,0.018810963268610526,0,0,Genuine
563288,3611,33634,3200,0.06539106105580093,0,0,Genuine
552025,1066,13590,364,0.025277840677505548,0,0,Genuine
798917,3615,25145,1337,0.03314737325654605,0,0,Genuine
301709,4751,13053,1344,0.04771816551710423,0,0,Genuine
944026,4520,39134,5153,0.04691290282259175,0,0,Genuine
907046,2010,54060,7525,0.06789622577024759,50,1,Suspicious
852587,1098,45732,3889,0.0582005120885024,0,0,Genuine
187240,1407,10318,938,0.06011535996581927,0,0,Genuine
577775,3476,34657,4446,0.06767859460862792,0,0,Genuine
917380,165,27964,2513,0.033221783775534676,50,1,Suspicious
275486,2145,8970,782,0.035399258038521016,0,0,Genuine
303950,1851,12358,1701,0.04625431814443165,0,0,Genuine
311914,2196,9832,1206,0.03538795950165751,0,0,Genuine
79623,1670,6285,868,0.08983585144995793,0,0,Genuine
366321,4830,24537,1186,0.07021983451672167,0,0,Genuine
918458,3000,19770,1743,0.023422954560796464,0,0,Genuine
863061,3842,8968,1161,0.011736134525833053,0,0,Genuine
908425,2991,11804,406,0.013440845419269615,0,0,Genuine
